Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,price_change,return_pct,ma_7,ma_14
2023-02-14 05:00:00,151.505416164463,153.148759129023,150.250512152823,152.5810546875,61707600,0.0,0.0,AAPL,1.0756385230369858,,,
2023-02-15 05:00:00,152.491406371332,154.871749697707,152.262339871352,154.702438354492,65573800,0.0,0.0,AAPL,2.211031983159984,0.0139033228688632,,
2023-02-16 05:00:00,152.889800376805,155.698414618803,152.730458340967,153.089004516602,68167900,0.0,0.0,AAPL,0.1992041397969899,-0.0104292721889289,,
2023-02-17 05:00:00,151.734496362794,152.381864216885,150.240556517531,151.933685302734,59144100,0.0,0.0,AAPL,0.1991889399400008,-0.0075467158305461,,
2023-02-21 05:00:00,149.593179257786,150.688741265584,147.810417660161,147.880126953125,58867200,0.0,0.0,AAPL,-1.713052304661005,-0.0266797869184317,,
2023-02-22 05:00:00,148.268548478529,149.344187016157,146.56546552514,148.308395385742,51011300,0.0,0.0,AAPL,0.0398469072129898,0.0028960512912783,,
2023-02-23 05:00:00,149.483632064708,149.732622063562,146.645155196058,148.796417236328,48394200,0.0,0.0,AAPL,-0.6872148283799788,0.0032905881647273,151.04158891950328,
2023-02-24 05:00:00,146.515672221828,146.595350843317,145.131288467377,146.117294311523,55469600,0.0,0.0,AAPL,-0.3983779103049869,-0.0180052918918729,150.11819458007798,
2023-02-27 05:00:00,147.113229388008,148.567322191967,146.854270112705,147.322372436523,44998500,0.0,0.0,AAPL,0.2091430485150169,0.0082473339701374,149.06389944893957,
2023-02-28 05:00:00,146.455891730079,148.477688909697,146.236779358157,146.814437866211,50547000,0.0,0.0,AAPL,0.3585461361319915,-0.0034477762060943,148.16753278459802,
2023-03-01 05:00:00,146.236778795833,146.635156635718,144.42412467093,144.722915649414,55479000,0.0,0.0,AAPL,-1.5138631464189984,-0.0142460254399703,147.13742283412373,
2023-03-02 05:00:00,143.796693451821,146.117281813861,143.318621763774,145.320510864258,52238100,0.0,0.0,AAPL,1.523817412437012,0.0041292369778651,146.77176339285705,
2023-03-03 05:00:00,147.441889638358,150.499493675204,146.734766654628,150.419815063477,70732300,0.0,0.0,AAPL,2.977925425118997,0.0350900514242078,147.07339477539057,
2023-03-06 05:00:00,153.168664446631,155.668533490994,152.840011057166,153.208511352539,87558000,0.0,0.0,AAPL,0.0398469059080071,0.0185394210721852,147.7036939348493,149.37264142717626
2023-03-07 05:00:00,153.079040333174,153.407708938308,150.519431179946,150.987533569336,56182000,0.0,0.0,AAPL,-2.091506763837998,-0.0144964386351386,148.39944240025116,149.25881849016454
2023-03-08 05:00:00,152.192640463273,152.849977690265,151.216603948648,152.252395629883,47204800,0.0,0.0,AAPL,0.0597551666100173,0.0083772615569361,149.103731427874,149.0838154384068
2023-03-09 05:00:00,152.939600023239,153.915636471384,149.623051728011,149.981597900391,53833600,0.0,0.0,AAPL,-2.9580021228480007,-0.0149146929353558,149.5561828613283,148.86185782296317
2023-03-10 05:00:00,149.603137725524,150.330184170399,147.013636002563,147.900039672852,68572400,0.0,0.0,AAPL,-1.7030980526720043,-0.013878757505447,150.01005772181944,148.57374027797158
2023-03-13 04:00:00,147.212819028762,152.521286709827,147.10326284033,149.862075805664,84457100,0.0,0.0,AAPL,2.649256776902007,0.0132659608283536,150.65885271344885,148.71530805315294
2023-03-14 04:00:00,150.668820890484,152.780251133593,149.493595437324,151.973526000977,73695900,0.0,0.0,AAPL,1.3047051104929892,0.0140892896615887,150.880811418806,148.97710309709828
2023-03-15 04:00:00,150.579171701765,152.630846555073,149.314298440856,152.37190246582,77167900,0.0,0.0,AAPL,1.792730764054994,0.0026213543590509,150.76129586356043,149.23249489920485
2023-03-16 04:00:00,151.545257812616,155.827888302825,151.027354423833,155.220352172852,76161100,0.0,0.0,AAPL,3.675094360235988,0.0186940614439787,151.36598423549125,149.88271331787124
2023-03-17 04:00:00,155.449417776278,156.106754935437,153.656686977273,154.373779296875,98944600,0.0,0.0,AAPL,-1.0756384794030112,-0.0054540069270958,151.66903904506157,150.3863852364678
2023-03-20 04:00:00,154.443510643904,157.182400398276,153.527214152592,156.764083862305,73641400,0.0,0.0,AAPL,2.3205732184009946,0.0154838767070231,152.63796561104928,151.09707423618875
2023-03-21 04:00:00,156.684416996566,158.756000191732,155.907554301952,158.636489868164,73938300,0.0,0.0,AAPL,1.9520728715980056,0.0119441007131688,154.17174421037956,152.0909009660995
2023-03-22 04:00:00,158.65641455861,161.484937017476,157.172428841791,157.192352294922,75701800,0.0,0.0,AAPL,-1.464062263688021,-0.0091034387765525,155.21892656598786,152.93888963971835
2023-03-23 04:00:00,158.188315958291,160.897328157165,157.042952931708,158.287902832031,67622100,0.0,0.0,AAPL,0.0995868737399803,0.0069694900617909,156.12098039899556,153.5008959089008
2023-03-24 04:00:00,158.218185965085,159.692202321296,157.212271964756,159.602569580078,59196500,0.0,0.0,AAPL,1.3843836149929984,0.0083055415134414,157.15393284388958,153.95761435372498
2023-03-27 04:00:00,159.293830546315,160.12047909584,157.232186236571,157.640533447266,52390300,0.0,0.0,AAPL,-1.6532970990490128,-0.0122932615557144,157.49967302594874,154.43282863072
2023-03-28 04:00:00,157.331791254245,157.849694672704,155.349825523879,157.013076782227,45992200,0.0,0.0,AAPL,-0.3187144720180015,-0.0039803003156475,157.87671552385615,154.77287728445884
2023-03-29 04:00:00,158.726130367727,160.399350965151,158.706222110921,160.120483398438,51305700,0.0,0.0,AAPL,1.3943530307110166,0.019790750425972,158.35620117187514,155.4970833914622
2023-03-30 04:00:00,160.877392034968,161.813596717831,160.618447947063,161.704040527344,49501700,0.0,0.0,AAPL,0.8266484923759947,0.0098897848376182,158.79442269461515,156.48308345249737
2023-03-31 04:00:00,161.78372708636,164.333381975159,161.255869560029,164.233779907227,68749800,0.0,0.0,AAPL,2.4500528208670005,0.0156442558369789,159.80034092494444,157.50963374546615
2023-04-03 04:00:00,163.606354551529,165.618182823066,163.556553511766,165.498672485352,56976200,0.0,0.0,AAPL,1.8923179338229943,0.0077017808324177,160.83045087541885,158.47571563720723
2023-04-04 04:00:00,165.92691293456,166.165933566405,164.442927324244,164.960830688477,46278300,0.0,0.0,AAPL,-0.9660822460830047,-0.0032498254445068,161.59591674804727,159.37492479596844
2023-04-05 04:00:00,164.074440321316,164.383185460513,161.146315767277,163.098388671875,51511700,0.0,0.0,AAPL,-0.97605164944099,-0.0112902075530836,162.37561035156287,159.93764168875578
2023-04-06 04:00:00,161.773764642545,164.293557254717,161.34550916593,163.994766235352,45390100,0.0,0.0,AAPL,2.2210015928069997,0.00549593144835,163.37299455915215,160.62485504150413
2023-04-10 04:00:00,160.767860523851,161.375396728516,159.433277778243,161.375396728516,47716900,0.0,0.0,AAPL,0.6075362046649957,-0.0159722750119774,163.5522678920204,160.95423453194778
2023-04-11 04:00:00,161.694101041473,161.704055169822,159.861523216738,160.150360107422,47644200,0.0,0.0,AAPL,-1.5437409340510158,-0.0075912229864562,163.33031354631729,161.06236812046623
2023-04-12 04:00:00,160.568656259835,161.405258928344,159.134471572595,159.453186035156,50133100,0.0,0.0,AAPL,-1.115470224679001,-0.0043532469848857,162.64737156459282,161.22385624476863
2023-04-13 04:00:00,160.976998295428,165.130149120493,160.767840036448,164.89111328125,68445600,0.0,0.0,AAPL,3.9141149858220095,0.0341035973084604,162.5605773925783,161.6955141339986
2023-04-14 04:00:00,163.925036032832,165.648057599033,163.158157852995,164.542541503906,49386500,0.0,0.0,AAPL,0.6175054710739971,-0.0021139512640044,162.50082179478244,162.04836927141486
2023-04-17 04:00:00,164.423020441958,164.721811459016,163.367305352545,164.562454223633,41516200,0.0,0.0,AAPL,0.1394337816750237,0.0001210186711899,162.70997401646216,162.5427921840125
2023-04-18 04:00:00,165.428939289047,166.733644277765,164.980745193076,165.797439575195,49923000,0.0,0.0,AAPL,0.3685002861479916,0.0075046605095212,162.96749877929685,163.1702466692245
2023-04-19 04:00:00,165.130165485495,167.480631614326,164.871206168033,166.952774047852,47720200,0.0,0.0,AAPL,1.822608562356976,0.0069683493039287,163.76426696777344,163.65826742989694
2023-04-20 04:00:00,165.418964755043,167.191772039219,164.891107260156,165.976699829102,52456400,0.0,0.0,AAPL,0.5577350740589964,-0.0058464091077051,164.59660121372772,163.96345738002248
2023-04-21 04:00:00,164.383179582282,165.77751732142,163.825444486627,164.353302001953,58337300,0.0,0.0,AAPL,-0.0298775803289856,-0.0097808778510508,165.29661778041302,163.97199467250292
2023-04-24 04:00:00,164.333379756673,164.930961761918,163.22786368497,164.662048339844,41949600,0.0,0.0,AAPL,0.3286685831710088,0.0018785526918547,165.26389421735502,163.91223580496663
2023-04-25 04:00:00,164.522613857177,165.638084051884,163.068505755812,163.108352661133,48714100,0.0,0.0,AAPL,-1.4142611960439808,-0.0094356634960859,165.05901009695884,163.77991594587064
2023-04-26 04:00:00,162.401219777376,164.612251983603,162.142275672888,163.098388671875,45498800,0.0,0.0,AAPL,0.6971688944989864,-6.108816069472223e-05,164.84985787527916,163.77991594587067
2023-04-27 04:00:00,164.5226220904,167.879002167386,164.5226220904,167.729614257813,64902300,0.0,0.0,AAPL,3.2069921674130057,0.028395287186161,165.12588282993883,164.04669080461787
2023-04-28 04:00:00,167.809281596612,169.163787608563,167.201745476609,168.99446105957,55209200,0.0,0.0,AAPL,1.18517946295799,0.007540986768221,165.4175524030414,164.59090968540744
2023-05-01 04:00:00,168.596085804046,169.761357029852,167.958672094276,168.904830932617,52472900,0.0,0.0,AAPL,0.3087451285709903,-0.000530373163659,165.83585684640073,165.21622903006423
2023-05-02 04:00:00,169.402810662342,169.661769954745,166.863109954093,167.859069824219,48425700,0.0,0.0,AAPL,-1.543740838123,-0.0061914221317634,166.33668082101013,165.81664930071156
2023-05-03 04:00:00,168.815204123782,170.229465367121,166.484661590273,166.773483276367,65136000,0.0,0.0,AAPL,-2.0417208474150077,-0.006467249872103,166.63831438337056,165.9511043003628
2023-05-04 04:00:00,164.223820429033,166.365128045545,163.646161887555,165.120178222656,81235400,0.0,0.0,AAPL,0.8963577936229967,-0.009913476778387,166.9257180350167,165.9923640659878
2023-05-05 04:00:00,170.289226614656,173.595820916466,170.070114211661,172.868774414063,113316400,0.0,0.0,AAPL,2.5795477994070097,0.0469270096169496,168.32148742675784,166.58567265101848
2023-05-08 04:00:00,171.783173569233,173.147649079655,171.414673238701,172.799057006836,55962800,0.0,0.0,AAPL,1.0158834376029802,-0.0004032967056273,169.04569353376115,167.08578818185
2023-05-09 04:00:00,172.350861989218,172.838872609106,170.90672318827,171.076034545898,45326900,0.0,0.0,AAPL,-1.2748274433199924,-0.0099712492115614,169.34306117466514,167.3803067888533
2023-05-10 04:00:00,172.320983514992,173.32689752762,171.205498110013,172.858795166016,53724500,0.0,0.0,AAPL,0.5378116510239863,0.0104208671007024,169.90791320800784,167.87188502720429
2023-05-11 04:00:00,173.147636738001,173.884637346531,171.474416183734,173.048034667969,49514700,0.0,0.0,AAPL,-0.0996020700320059,0.0010947635136022,170.64919389997218,168.49293736049114
2023-05-12 04:00:00,173.157742189575,173.596573150608,170.544722653814,172.110549926758,45497800,0.24,0.0,AAPL,-1.047192262816992,-0.0054174827411924,171.41163199288513,169.02497318812786
2023-05-15 04:00:00,172.698971705296,172.748841625821,171.013468831435,171.611877441406,37266700,0.0,0.0,AAPL,-1.087094263890009,-0.0028973963860101,172.33901759556372,169.63236781529022
2023-05-16 04:00:00,171.532088612199,172.679020693454,171.342592045103,171.611877441406,42110300,0.0,0.0,AAPL,0.0797888292069899,0.0,172.15946088518416,170.240474155971
2023-05-17 04:00:00,171.252838067687,172.469575882675,169.966264101048,172.230224609375,57951600,0.0,0.0,AAPL,0.9773865416879914,0.0036031723280931,172.07819911411826,170.5619463239397
2023-05-18 04:00:00,172.539393607627,174.773435165247,172.120513668978,174.583938598633,65496700,0.0,0.0,AAPL,2.0445449910060063,0.0136660913878288,172.579328264509,170.9611947195871
2023-05-19 04:00:00,175.920370220086,175.920370220086,174.47423381306,174.693649291992,55772400,0.0,0.0,AAPL,-1.2267209280940108,0.0006284122940496,172.84145028250558,171.3746817452567
2023-05-22 04:00:00,173.516775326754,174.244842664444,172.988187665131,173.736190795898,43570900,0.0,0.0,AAPL,0.2194154691440246,-0.0054807859356903,172.9397583007811,171.79447610037664
2023-05-23 04:00:00,172.669052948518,172.918387333198,170.823972414619,171.103225708008,50747300,0.0,0.0,AAPL,-1.5658272405099751,-0.0151549603788836,172.79585484095972,172.10374341692244
2023-05-24 04:00:00,170.634473662179,171.96093439787,170.065999185833,171.382476806641,45143500,0.0,0.0,AAPL,0.7480031444619897,0.0016320621512391,172.7630833217076,172.55105045863567
2023-05-25 04:00:00,171.95096137134,173.436984501046,171.232877156627,172.529418945313,56058300,0.0,0.0,AAPL,0.5784575739730258,0.0066922952687049,172.89416067940857,172.5268107822964
2023-05-26 04:00:00,172.858538421585,175.302012190994,172.649090855904,174.962905883789,54835000,0.0,0.0,AAPL,2.10436746220401,0.0141047651661503,173.2845437186106,172.68137141636444
2023-05-30 04:00:00,176.488850796697,178.513444705399,176.099889780201,176.827941894531,55964400,0.0,0.0,AAPL,0.3390910978340002,0.0106596081113372,173.6051156180246,173.0922219412668
2023-05-31 04:00:00,176.857849734318,178.872475620477,176.289360089852,176.778060913086,99625300,0.0,0.0,AAPL,-0.0797888212320003,-0.0002820876661832,173.9028887067523,173.3721694946289
2023-06-01 04:00:00,177.226868168254,179.640423057509,176.458914043166,179.610504150391,68901800,0.0,0.0,AAPL,2.383635982137008,0.0160225947873564,174.74207632882275,173.84091731480194
2023-06-02 04:00:00,180.548004767838,181.296007886044,178.782713147784,180.468215942383,61945900,0.0,0.0,AAPL,-0.0797888254549832,0.0047753988334326,176.07993207659055,174.43789345877514
2023-06-05 04:00:00,182.143750053645,184.45756510919,177.565959424195,179.101867675781,121946500,0.0,0.0,AAPL,-3.041882377863999,-0.007571129683236,177.18270220075345,174.9728927612305
2023-06-06 04:00:00,179.490820096119,179.640414624689,176.957574479145,178.732849121094,64848400,0.0,0.0,AAPL,-0.757970975024989,-0.0020603836212083,178.06890651157929,175.48153359549391
2023-06-07 04:00:00,177.964901983647,180.727531058395,176.847888878259,177.346557617188,61944600,0.0,0.0,AAPL,-0.6183443664589845,-0.0077562211463811,178.40942818777916,175.8469859531949
2023-06-08 04:00:00,177.426328974333,180.358503556969,176.987513272895,180.089233398438,50214900,0.0,0.0,AAPL,2.6629044241050224,0.0154650635349247,178.87532697405155,176.24022129603807
2023-06-09 04:00:00,181.016750728009,181.744802819714,180.14907199929,180.47819519043,48870700,0.0,0.0,AAPL,-0.5385555375789863,0.0021598281288222,179.40391758510071,176.6534031459265
2023-06-12 04:00:00,180.787364494632,183.400383753534,180.488160214888,183.300643920898,54274900,0.0,0.0,AAPL,2.513279426266024,0.0156387242652218,179.93108040945884,177.3365783691408
2023-06-13 04:00:00,182.313308514755,183.659705086187,181.954266385407,182.82194519043,54929100,0.0,0.0,AAPL,0.5086366756750067,-0.0026115496390431,180.26732744489416,178.17362976074236
2023-06-14 04:00:00,182.881778002137,183.899066543799,181.535381467565,183.460235595703,57462900,0.0,0.0,AAPL,0.5784575935660143,0.0034913226889046,180.88995143345443,179.0363268171039
2023-06-15 04:00:00,183.470210321794,186.02339184689,183.290681661161,185.514739990234,65433200,0.0,0.0,AAPL,2.044529668439992,0.0111986359761282,181.85879298618875,179.963849748884
2023-06-16 04:00:00,186.232821205085,186.492138686481,183.779379555099,184.427642822266,101235600,0.0,0.0,AAPL,-1.805178382819008,-0.0058598964590373,182.8703765869141,180.63990238734664
2023-06-20 04:00:00,183.919016893386,185.604519747886,183.919016893386,184.51741027832,49799100,0.0,0.0,AAPL,0.5983933849340133,0.0004867353650477,183.5029732840401,181.18915012904583
2023-06-21 04:00:00,184.407699318913,184.916351188105,182.103852108128,183.47021484375,49515700,0.0,0.0,AAPL,-0.9374844751629894,-0.005675320464288,183.93040466308588,181.6671611240933
2023-06-22 04:00:00,183.25080605253,186.551990892578,183.180985119641,186.50212097168,51245300,0.0,0.0,AAPL,3.2513149191499906,0.0165253315395748,184.3877585274833,182.15941946847107
2023-06-23 04:00:00,185.055971880325,187.060614730333,184.517401120635,186.182952880859,53079300,0.0,0.0,AAPL,1.1269810005340162,-0.0017113375931496,184.8679024832589,182.5676149640765
2023-06-26 04:00:00,186.332577552047,187.549330588724,184.736831373996,184.776733398438,48088700,0.0,0.0,AAPL,-1.5558441536090015,-0.0075528906415016,185.0559735979353,182.9729625156949
2023-06-27 04:00:00,185.395059932301,187.888403583668,185.175644473528,187.559280395508,50730800,0.0,0.0,AAPL,2.164220463207016,0.0150589684420383,185.34805079868872,183.60342189243875
2023-06-28 04:00:00,187.429631446172,189.394387563531,187.100523458983,188.746124267578,51216800,0.0,0.0,AAPL,1.3164928214060012,0.0063278333632295,185.9649767194476,184.41767665318085
2023-06-29 04:00:00,188.5765684529,189.563938015214,188.436941817456,189.085205078125,46347300,0.0,0.0,AAPL,0.5086366252249945,0.0017964915139994,186.61751883370545,185.0602460588728
2023-06-30 04:00:00,191.119801269566,193.96220418135,190.750776024445,193.453567504883,85069600,0.0,0.0,AAPL,2.3337662353170003,0.0231026135807563,188.04371207101013,185.98705836704804
2023-07-03 04:00:00,193.264063674339,193.363803513741,191.249437620078,191.94758605957,31458200,0.0,0.0,AAPL,-1.3164776147690134,-0.0077847178769396,188.82163565499445,186.60469709123888
2023-07-05 04:00:00,191.059953638569,192.466187958503,190.112470831805,190.820587158203,46920300,0.0,0.0,AAPL,-0.2393664803659874,-0.0058713887707722,189.4841548374721,187.17602866036552
2023-07-06 04:00:00,189.334545078555,191.508748715942,188.696249694931,191.299301147461,45094300,0.0,0.0,AAPL,1.9647560689059844,0.0025087124842619,190.4159502301897,187.7359619140625
2023-07-07 04:00:00,190.900369559223,192.157009297981,189.73348654077,190.172302246094,46778000,0.0,0.0,AAPL,-0.728067313129003,-0.0058912860350611,190.7892390659877,188.06864493233823
2023-07-10 04:00:00,188.756097175468,189.484164536104,186.542006621167,188.107833862305,59922200,0.0,0.0,AAPL,-0.6482633131629996,-0.010855778467242,190.6980547223773,188.3315157209124
2023-07-11 04:00:00,188.656380564566,188.796007217246,186.10319879089,187.579254150391,46638100,0.0,0.0,AAPL,-1.0771264141750123,-0.0028099824502839,190.48291887555817,188.5502188546318
2023-07-12 04:00:00,189.174968050212,191.189594043778,187.968198207877,189.264739990234,60750200,0.0,0.0,AAPL,0.0897719400220182,0.0089854597592742,189.884514944894,188.96411350795208
2023-07-13 04:00:00,189.992782265785,190.680947534095,189.274698091737,190.032669067383,41342300,0.0,0.0,AAPL,0.0398868015980156,0.0040574333982581,189.6109553745816,189.216295514788
2023-07-14 04:00:00,189.723499569416,190.670967106864,189.125106228051,190.182281494141,41573900,0.0,0.0,AAPL,0.4587819247250024,0.000787298455009,189.51976885114416,189.50196184430817
2023-07-17 04:00:00,191.389063762182,193.802633949557,191.299307037853,193.473510742188,50520200,0.0,0.0,AAPL,2.084446980006021,0.0173056565637446,189.83037022181944,190.1231602260046
2023-07-18 04:00:00,192.835209724328,193.812596203166,191.907677945445,193.21418762207,48353800,0.0,0.0,AAPL,0.3789778977420042,-0.0013403546517722,190.26492527553023,190.527082170759
2023-07-19 04:00:00,192.585876159658,197.702207155022,192.137062112872,194.580551147461,80507300,0.0,0.0,AAPL,1.9946749878029948,0.0070717556624961,191.18959917340973,190.9438269478935
2023-07-20 04:00:00,194.57057195548,195.946902594623,191.987471446558,192.615798950195,59581200,0.0,0.0,AAPL,-1.9547730052850056,-0.0100973719402049,191.9091055733817,191.19601222446997
2023-07-21 04:00:00,193.583223081012,194.45090187315,190.720853985767,191.428970336914,71917800,0.0,0.0,AAPL,-2.154252744097988,-0.0061616368945305,192.21828133719316,191.0513981410436
2023-07-24 04:00:00,192.895047543049,194.391053777659,191.738132402591,192.236801147461,45377800,0.0,0.0,AAPL,-0.6582463955880087,0.0042200029030361,192.53315734863284,191.0720563616072
2023-07-25 04:00:00,192.815270993054,193.922316285871,192.406358943868,193.1044921875,37283200,0.0,0.0,AAPL,0.2892211944459859,0.0045136572958963,192.95061601911272,191.23519243512845
2023-07-26 04:00:00,193.154355250823,195.11911137839,192.805296250483,193.982147216797,47471900,0.0,0.0,AAPL,0.8277919659740007,0.0045449746888581,193.02327837262828,191.42682429722387
2023-07-27 04:00:00,195.498099164719,196.674950098887,192.037336854951,192.705551147461,47460200,0.0,0.0,AAPL,-2.7925480172580137,-0.0065809977240289,192.95061601911272,191.6077706473215
2023-07-28 04:00:00,194.151693829433,196.10648207104,193.623106159551,195.308609008789,48291400,0.0,0.0,AAPL,1.1569151793560195,0.0135079547310814,193.0546242850167,192.12211172921323
2023-07-31 04:00:00,195.537995145902,195.966858200425,194.740122072357,195.926956176758,38824100,0.0,0.0,AAPL,0.3889610308560236,0.003166000572669,193.5276467459543,192.718376159668
2023-08-01 04:00:00,195.717515112497,196.206200744462,194.760064423188,195.08918762207,35175100,0.0,0.0,AAPL,-0.6283274904270115,-0.0042759228798113,194.050534929548,193.13440813337056
2023-08-02 04:00:00,194.520687056756,194.660313689238,191.339193415323,192.067245483398,50389300,0.0,0.0,AAPL,-2.453441573357992,-0.0154900544489741,194.0263126918247,193.2797350202288
2023-08-03 04:00:00,191.059954878721,191.857812715462,190.18229299651,190.661010742188,61235200,0.0,0.0,AAPL,-0.3989441365329753,-0.0073215749914608,193.67724391392304,193.31392996651783
2023-08-04 04:00:00,185.026062911546,186.881111326923,181.435641714634,181.505462646484,115799700,0.0,0.0,AAPL,-3.5206002650620007,-0.0480200333569202,191.89486040387828,192.45906938825328
2023-08-07 04:00:00,181.645075447574,182.642412902018,176.877803632788,178.373809814453,97576100,0.0,0.0,AAPL,-3.271265633120976,-0.0172537662854284,189.8474687848772,191.3990424019949
2023-08-08 04:00:00,179.211566077167,179.790023615476,177.107183481211,179.321273803711,67823000,0.0,0.0,AAPL,0.109707726544002,0.0053116765866219,187.5635637555803,190.3090940202985
